epoch,accuracy,val_accuracy,loss,val_loss,version
1,0.13636364042758942,0.6030769348144531,3.1358394622802734,1.9101814031600952,2_resnet
2,0.4121900796890259,0.8469230532646179,1.8724852800369263,0.769146203994751,2_resnet
3,0.586776852607727,0.9109615087509155,1.2412339448928833,0.43875229358673096,2_resnet
4,0.6833677887916565,0.9349038600921631,0.942463755607605,0.283069908618927,2_resnet
5,0.7564566135406494,0.9518269300460815,0.7551211714744568,0.19497546553611755,2_resnet
6,0.7755681872367859,0.9589422941207886,0.639870285987854,0.14571665227413177,2_resnet
7,0.7993285059928894,0.9547115564346313,0.5804402232170105,0.13497041165828705,2_resnet
8,0.8427169322967529,0.9663461446762085,0.4748154282569885,0.13049159944057465,2_resnet
9,0.8468492031097412,0.9499038457870483,0.45907774567604065,0.14519692957401276,2_resnet
10,0.8675103187561035,0.9819231033325195,0.41026008129119873,0.06517761200666428,2_resnet
11,0.8657024502754211,0.9776923060417175,0.41162413358688354,0.07747785747051239,2_resnet
12,0.8719007968902588,0.9750000238418579,0.38672029972076416,0.08030106127262115,2_resnet
13,0.8935950398445129,0.9879807829856873,0.32250532507896423,0.04439891502261162,2_resnet
14,0.8923037052154541,0.9822115302085876,0.3212876617908478,0.06125665456056595,2_resnet
15,0.8928202390670776,0.9851922988891602,0.34318166971206665,0.05351436883211136,2_resnet
16,0.8894628286361694,0.9836538434028625,0.3336023688316345,0.05437946692109108,2_resnet
17,0.9158057570457458,0.9834615588188171,0.2629922032356262,0.04945537820458412,2_resnet
18,0.9243285059928894,0.9785577058792114,0.2362852692604065,0.057277191430330276,2_resnet
19,0.9165805578231812,0.9857692122459412,0.24159026145935059,0.04230576008558273,2_resnet
20,0.9310433864593506,0.9866346120834351,0.21631620824337006,0.0378849171102047,2_resnet
